species,gene_id,gene_symbol,biotype,overlap_count,analyses
human,ENSG00000184227,ACOT1,protein_coding,5,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000184271,POU6F1,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000184281,TSSC4,protein_coding,3,MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000184350,,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000184357,H1-5,protein_coding,2,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000184371,CSF1,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000184384,MAML2,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000184432,COPB2,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000184436,THAP7,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000184489,PTP4A3,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000184545,DUSP8,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000184584,STING1,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated)
human,ENSG00000184602,SNN,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000184640,SEPTIN9,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000184675,AMER1,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000184730,APOBR,protein_coding,6,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated); GWAS | human | Closest genes
human,ENSG00000184731,FAM110C,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000184857,TMEM186,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000184922,FMNL1,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000184939,ZFP90,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000184967,NOC4L,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000184979,USP18,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000184985,SORCS2,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000184988,TMEM106A,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000184990,SIVA1,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000185000,DGAT1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000185015,CA13,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000185019,UBOX5,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000185022,MAFF,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000185024,BRF1,protein_coding,3,MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000185028,LRRC14B,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000185052,SLC24A3,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000185085,INTS5,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000185100,ADSS1,protein_coding,3,Patient | GSE130970 | NAS high (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000185122,HSF1,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000185130,H2BC13,protein_coding,2,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000185164,NOMO2,protein_coding,3,MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000185187,SIGIRR,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000185201,IFITM2,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000185215,TNFAIP2,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000185222,TCEAL9,protein_coding,4,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000185238,PRMT3,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000185267,CDNF,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000185269,NOTUM,protein_coding,4,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000185278,ZBTB37,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000185303,,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000185339,TCN2,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000185340,GAS2L1,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000185347,TEDC1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000185359,HGS,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000185482,STAC3,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000185504,FAAP100,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000185519,FAM131C,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000185522,LMNTD2,protein_coding,2,MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000185567,AHNAK2,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000185614,INKA1,protein_coding,2,MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000185624,P4HB,protein_coding,4,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000185669,SNAI3,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000185697,MYBL1,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000185722,ANKFY1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000185761,ADAMTSL5,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000185803,SLC52A2,protein_coding,4,MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000185811,IKZF1,protein_coding,4,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000185838,GNB1L,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000185885,IFITM1,protein_coding,3,MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000185905,C16orf54,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000185909,KLHDC8B,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000185924,RTN4RL1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000185955,SPACDR,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000185989,RASA3,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000186010,NDUFA13,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000186074,CD300LF,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000186111,PIP5K1C,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000186174,BCL9L,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000186198,SLC51B,protein_coding,4,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000186204,CYP4F12,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000186205,MTARC1,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000186212,SOWAHB,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000186265,BTLA,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000186283,TOR3A,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000186314,PRELID2,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000186340,THBS2,protein_coding,4,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000186417,GLDN,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000186469,GNG2,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000186509,OR9Q1,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000186517,ARHGAP30,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000186526,,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000186529,CYP4F3,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000186532,SMYD4,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000186577,SMIM29,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000186635,ARAP1,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000186645,SPDYE17,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000186792,HYAL3,protein_coding,4,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000186806,VSIG10L,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000186818,LILRB4,protein_coding,7,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000186827,TNFRSF4,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000186889,TMEM17,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000186907,RTN4RL2,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000186994,KANK3,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000186998,EMID1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000187017,ESPN,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000187024,,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000187045,TMPRSS6,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000187048,CYP4A11,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000187068,C3orf70,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000187091,PLCD1,protein_coding,2,MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000187098,MITF,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000187116,LILRA5,protein_coding,5,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000187193,MT1X,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000187231,SESTD1,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000187244,BCAM,protein_coding,5,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000187268,,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000187288,CIDEC,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000187323,DCC,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000187325,TAF9B,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000187479,C11orf96,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000187498,COL4A1,protein_coding,5,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000187513,GJA4,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000187545,PRAMEF10,protein_coding,4,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000187581,COX8C,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000187583,PLEKHN1,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
